mode,rtt_ms
nagle_on,1.6491000000000007
nagle_on,0.36079999999999757
nagle_on,0.3575999999999979
nagle_on,0.6008000000000067
nagle_on,0.40680000000000405
nagle_on,0.6303999999999945
nagle_on,0.4036000000000115
nagle_on,0.9440999999999917
nagle_on,0.8105000000000189
nagle_on,0.8229000000000042
nagle_on,0.49739999999999895
nagle_on,0.6052999999999997
nagle_on,0.44780000000000086
nagle_on,0.6288000000000125
nagle_on,0.5797000000000025
nagle_on,0.5835999999999899
nagle_on,0.2744000000000142
nagle_on,0.5004999999999882
nagle_on,0.27949999999998454
nagle_on,0.4071999999999889
nagle_on,0.4275000000000091
nagle_on,0.6540999999999713
nagle_on,0.30309999999997217
nagle_on,0.4057999999999993
nagle_on,0.3382000000000289
nagle_on,0.449799999999982
nagle_on,0.48600000000004684
nagle_on,0.3990999999999758
nagle_on,0.3047000000000253
nagle_on,0.3813000000000102
nagle_on,0.3294999999999959
nagle_on,0.34780000000000655
nagle_on,0.6898000000001048
nagle_on,0.4936000000000149
nagle_on,0.4836999999999989
nagle_on,0.3908999999999878
nagle_on,0.4290999999999485
nagle_on,0.5285000000000082
nagle_on,1.101099999999974
nagle_on,0.39850000000001273
nagle_on,0.3774999999999409
nagle_on,0.5345999999999549
nagle_on,0.33159999999998035
nagle_on,0.7126000000000658
nagle_on,0.4734999999999445
nagle_on,0.5896999999999935
nagle_on,0.3425999999999476
nagle_on,0.7536000000000058
nagle_on,0.5988999999999578
nagle_on,0.4922000000000253
nagle_on,0.36379999999996926
nagle_on,0.2819000000000642
nagle_on,0.42999999999995
nagle_on,0.4936999999999898
nagle_on,0.5264000000000806
nagle_on,0.6141999999999825
nagle_on,0.4152000000000271
nagle_on,0.5140999999999849
nagle_on,0.6680999999999813
nagle_on,0.48879999999996926
nagle_on,0.42019999999990887
nagle_on,0.37619999999992615
nagle_on,0.6426000000000158
nagle_on,0.6100000000001273
nagle_on,0.6348000000000411
nagle_on,0.4813000000001466
nagle_on,0.5324000000000524
nagle_on,0.5841000000000349
nagle_on,0.4231999999999516
nagle_on,0.9265000000000327
nagle_on,0.45839999999998327
nagle_on,0.3410000000001219
nagle_on,0.41229999999995925
nagle_on,0.537499999999909
nagle_on,0.4334000000001197
nagle_on,0.3811999999998079
nagle_on,0.754799999999932
nagle_on,0.3735999999998967
nagle_on,0.5301999999999225
nagle_on,0.35350000000016735
nagle_on,0.5086999999998625
nagle_on,0.2804999999998472
nagle_on,0.3813000000000102
nagle_on,0.4333999999998923
nagle_on,0.37999999999988177
nagle_on,0.4779999999998381
nagle_on,0.3593999999998232
nagle_on,0.2615000000000691
nagle_on,0.4193000000000211
nagle_on,0.5193000000001575
nagle_on,0.39229999999997744
nagle_on,0.3269000000000233
nagle_on,0.32979999999997744
nagle_on,0.6233999999999469
nagle_on,0.4774999999999636
nagle_on,0.4700000000000273
nagle_on,0.39200000000005275
nagle_on,1.3362999999999374
nagle_on,0.2898000000000138
nagle_on,0.5617999999999483
nagle_on,0.5384999999998854
nagle_on,0.40180000000009386
nagle_on,0.4471000000000913
nagle_on,0.4474999999999909
nagle_on,0.639299999999821
nagle_on,0.27139999999985776
nagle_on,0.6849999999999454
nagle_on,0.34750000000008185
nagle_on,0.3005999999998039
nagle_on,0.4983999999999469
nagle_on,0.6850999999999203
nagle_on,0.4557999999999538
nagle_on,0.3606999999999516
nagle_on,0.4800000000000182
nagle_on,0.2862999999999829
nagle_on,0.65300000000002
nagle_on,0.40629999999987376
nagle_on,0.5114999999998417
nagle_on,2.5963000000001557
nagle_on,0.3101999999998952
nagle_on,0.5772999999999229
nagle_on,0.32560000000012224
nagle_on,0.6406999999999243
nagle_on,0.3769999999999527
nagle_on,0.37310000000024957
nagle_on,0.4782999999997628
